id	segment_id	A1_duration	A1_offcount	A1_oncount	A2_duration	A2_offcount	A2_oncount	A3_duration	A3_offcount	A3_oncount	A4_duration	A4_offcount	A4_oncount	A5_duration	A5_offcount	A5_oncount	A6_duration	A6_offcount	A6_oncount	D1_duration	D1_offcount	D1_oncount	D3_duration	D3_offcount	D3_oncount	D4_duration	D4_offcount	D4_oncount	D5_duration	D5_offcount	D5_oncount	D7_duration	D7_offcount	D7_oncount	M2_duration	M2_offcount	M2_oncount	M3_duration	M3_offcount	M3_oncount	M6_duration	M6_offcount	M6_oncount	M7_duration	M7_offcount	M7_oncount	P4_duration	P4_offcount	P4_oncount	P5_duration	P5_offcount	P5_oncount	bass	intervals	m2_duration	m2_offcount	m2_oncount	m3_duration	m3_offcount	m3_oncount	m6_duration	m6_offcount	m6_oncount	m7_duration	m7_offcount	m7_oncount
316	7										1/8	0.0	1.0																						1/2	0.5	0.5	1/8	1.0	0.0	1/4	0.0	1.0										F	('A4', 'M2', 'M3', 'M6')												
316	8																																		3/5	0.0	1.0				2/5	0.0	1.0										F	('M2', 'M6')												
316	9																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
316	10																																																				E	('m3', 'm6')				2/3	0.5	0.5	1/3	0.0	1.0			
316	11																																																				E	('m3', 'm6')				2/3	0.3333333333333333	0.6666666666666666	1/3	0.0	1.0			
316	12																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
316	13																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
316	14																																																				E	('m3', 'm6')				1/3	0.0	1.0	2/3	0.0	1.0			
316	15																																		2/19	0.0	1.0	5/19	0.3333333333333333	0.6666666666666666				2/19	0.0	1.0	3/19	0.0	1.0	7/19	0.0	1.0	C	('M2', 'M3', 'M7', 'P4', 'P5')												
316	16																																		3/20	0.0	1.0	1/5	0.0	1.0				1/20	0.0	1.0	3/20	0.0	1.0	9/20	0.0	1.0	C	('M2', 'M3', 'M7', 'P4', 'P5')												
316	17																																					3/8	0.0	1.0	1/8	0.5	0.5				1/8	0.5	0.5	3/8	0.0	1.0	C	('M3', 'M6', 'P4', 'P5')												
316	18																																					1/2	0.0	1.0										1/2	0.0	1.0	F	('M3', 'P5')												
316	19																																								1/2	0.0	1.0				1/2	0.0	1.0				C	('M6', 'P4')												
316	20																																					1/4	0.0	1.0										1/2	0.0	1.0	A	('M3', 'P5', 'm7')										1/4	0.0	1.0
316	21																																																	1/2	0.0	1.0	D	('P5', 'm3')				1/2	0.0	1.0						
316	22																																					1/6	0.0	1.0							1/2	0.5	0.5				A	('M3', 'P4', 'm6')							1/3	0.0	1.0			
316	23																																					1/4	0.0	1.0										1/2	0.0	1.0	A	('M3', 'P5', 'm7')										1/4	0.0	1.0
316	24																																																	1/2	0.0	1.0	D	('P5', 'm3')				1/2	0.0	1.0						
316	25																																														1/3	0.0	1.0				A	('P4', 'm6', 'm7')							1/2	0.5	0.5	1/6	0.0	1.0
316	26																																					1/4	0.0	1.0										3/8	0.0	1.0	A	('M3', 'P5', 'm6', 'm7')							1/8	1.0	0.0	1/4	0.0	1.0
316	27																																																	1/2	0.0	1.0	D	('P5', 'm3')				1/2	0.0	1.0						
316	28																																		1/7	0.5	0.5										3/7	0.5	0.5				A	('M2', 'P4', 'm6', 'm7')							2/7	0.5	0.5	1/7	0.5	0.5
316	29																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
316	30																																					1/4	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
316	31																																					1/4	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
316	32																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
316	33																																								1/2	0.5	0.5				1/3	0.0	1.0	1/6	0.0	1.0	G	('M6', 'P4', 'P5')												
316	34																																					1/4	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
316	35																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
316	36																																								1/2	0.5	0.5				1/3	0.0	1.0	1/6	0.0	1.0	G	('M6', 'P4', 'P5')												
316	37																																					1/4	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
316	38																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
316	39																																								2/5	0.5	0.5				2/5	0.5	0.5				G	('M6', 'P4', 'm7')										1/5	0.5	0.5
316	40																												1/2	0.0	1.0																						B	('D5', 'm6')							1/2	0.0	1.0			
316	41																																		2/3	0.0	1.0				1/3	0.0	1.0										F	('M2', 'M6')												
316	42																																		2/3	0.0	1.0				1/3	0.0	1.0										F	('M2', 'M6')												
316	43																												1/2	0.0	1.0																						B	('D5', 'm3')				1/2	0.0	1.0						
316	44										1/6	0.0	1.0																						1/3	0.0	1.0	1/6	1.0	0.0	1/3	0.0	1.0										F	('A4', 'M2', 'M3', 'M6')												
316	45																																		3/5	0.0	1.0				2/5	0.0	1.0										F	('M2', 'M6')												
316	46																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
316	47																																																				E	('m3', 'm6')				2/3	0.0	1.0	1/3	0.0	1.0			
316	48																																																				E	('m3', 'm6')				2/3	0.0	1.0	1/3	0.0	1.0			
316	49																																					1	0.0	1.0													C	('M3',)												
316	50																																														1/6	1.0	0.0	1/6	0.0	1.0	E	('P4', 'P5', 'm3', 'm6')				1/3	0.0	1.0	1/3	0.0	1.0			
316	51																																																				E	('m3', 'm6')				3/5	0.0	1.0	2/5	0.0	1.0			
316	52																																																	1	0.0	1.0	C	('P5',)												
316	53																																																				E	('m3', 'm6')				1/3	0.0	1.0	2/3	0.0	1.0			
316	54																																					2/3	0.0	1.0										1/3	0.0	1.0	F	('M3', 'P5')												
316	55																																		2/19	0.0	1.0	5/19	0.3333333333333333	0.6666666666666666				2/19	0.0	1.0	3/19	0.0	1.0	7/19	0.0	1.0	C	('M2', 'M3', 'M7', 'P4', 'P5')												
316	56																																		3/20	0.0	1.0	1/5	0.0	1.0				1/20	0.0	1.0	1/10	0.0	1.0	1/2	0.0	1.0	C	('M2', 'M3', 'M7', 'P4', 'P5')												
316	57																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
317	0																																																	1	0.0	1.0	C	('P5',)												
317	1																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
317	2																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
317	3																																								1	0.0	1.0										G	('M6',)												
317	4																																					2/5	0.0	1.0										1/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
317	5																																					1/3	0.0	1.0										1/6	0.0	1.0	G	('M3', 'P5', 'm7')										1/2	0.5	0.5
317	6																																		1	0.0	1.0																G	('M2',)												
317	7																																					2/5	0.0	1.0													G	('M3', 'm7')										3/5	0.0	1.0
317	8																																		1/6	1.0	0.0	1/3	0.0	1.0													G	('M2', 'M3', 'm7')										1/2	0.0	1.0
317	9																																														1	0.0	1.0				C	('P4',)												
317	10																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
317	11																																								1/2	0.0	1.0				1/3	0.0	1.0				G	('M6', 'P4', 'm7')										1/6	1.0	0.0
317	12																																																	1	0.0	1.0	C	('P5',)												
317	13																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
317	14																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
317	15																																														1	0.0	1.0				D	('P4',)												
317	16																																																				B	('m3', 'm6')				3/5	0.0	1.0	2/5	0.0	1.0			
317	17																																																				B	('m3', 'm6')				1/2	0.0	1.0	1/2	0.5	0.5			
317	18																																														1	0.0	1.0				D	('P4',)												
317	19										1/2	0.0	1.0																						1/2	0.5	0.5																C	('A4', 'M2')												
317	20										2/5	0.0	1.0																						2/5	0.0	1.0				1/5	1.0	0.0										C	('A4', 'M2', 'M6')												
317	21																																																				G	()												
317	22																																																				B	('m3', 'm6', 'm7')				1/4	0.0	1.0	5/8	0.3333333333333333	0.6666666666666666	1/8	1.0	0.0
317	23																																														1	0.0	1.0				D	('P4',)												
317	24																																														2/5	0.0	1.0				A	('P4', 'm6')							3/5	0.0	1.0			
317	25																																														2/5	0.0	1.0				A	('P4', 'm6')							3/5	0.0	1.0			
317	26																																																				A	('m6',)							1	0.0	1.0			
317	27																																																	3/5	0.0	1.0	A	('P5', 'm3')				2/5	0.0	1.0						
317	28																																																	3/5	0.0	1.0	A	('P5', 'm3')				2/5	0.0	1.0						
317	29																																											1	0.0	1.0							F	('M7',)												
317	30																																					1/2	0.5	0.5										1/2	0.0	1.0	F	('M3', 'P5')												
317	31																																					1/2	0.5	0.5	1/2	0.0	1.0										F	('M3', 'M6')												
317	32																																					4/5	0.0	1.0													E	('M3', 'm2')	1/5	1.0	0.0									
317	33																																								1	0.0	1.0										G	('M6',)												
317	34																																					2/5	0.0	1.0										1/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
317	35																																					2/5	0.0	1.0										1/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
317	36																																																	1	0.0	1.0	G	('P5',)												
317	37										1/5	0.0	1.0																												2/5	0.0	1.0										G	('A4', 'M6', 'm3')				2/5	0.0	1.0						
317	38										1/6	0.0	1.0																												1/3	0.0	1.0										G	('A4', 'M6', 'm3')				1/2	0.5	0.5						
317	39																																					1/2	1.0	0.0							1/2	0.0	1.0				F	('M3', 'P4')												
317	40																																					2/5	0.0	1.0	3/5	0.5	0.5										F	('M3', 'M6')												
317	41																																					1/5	0.0	1.0										2/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
317	42																																																				C	()												
317	43																																					1	0.0	1.0													C	('M3',)												
318	0																																																	1	0.0	1.0	C	('P5',)												
318	1																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
318	2																																		1/3	0.0	1.0	1/3	0.0	1.0													G	('M2', 'M3', 'm7')										1/3	0.0	1.0
318	3																																																	1	0.0	1.0	C	('P5',)												
318	4																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
318	5																																		1/3	0.0	1.0	1/3	0.0	1.0													G	('M2', 'M3', 'm7')										1/3	0.0	1.0
318	6																																																	1	0.0	1.0	C	('P5',)												
318	7																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
318	8																																																				A	('m3', 'm6', 'm7')				1/2	0.0	1.0	3/8	0.5	0.5	1/8	0.0	1.0
318	9																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
318	10																																								1/2	0.5	0.5				1/2	0.5	0.5				G	('M6', 'P4')												
318	11																																								1/2	0.0	1.0				1/2	0.5	0.5				G	('M6', 'P4')												
318	12																																																	1	0.0	1.0	C	('P5',)												
318	13																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
318	14																																		1/3	0.0	1.0	1/3	0.0	1.0													G	('M2', 'M3', 'm7')										1/3	0.0	1.0
318	15																																																	1	0.0	1.0	C	('P5',)												
318	16																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
318	17																																		1/3	0.0	1.0	1/3	0.0	1.0													G	('M2', 'M3', 'm7')										1/3	0.0	1.0
318	18																																					1	0.0	1.0													C	('M3',)												
318	19																																								2/3	0.0	1.0				1/3	0.0	1.0				G	('M6', 'P4')												
318	20																																					1/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
318	21																																																				C	()												
318	22																																		1/8	1.0	0.0				1/4	0.0	1.0				5/8	0.3333333333333333	0.6666666666666666				G	('M2', 'M6', 'P4')												
318	23																																																	1	0.0	1.0	A	('P5',)												
318	24																																														1/2	0.0	1.0				E	('P4', 'm6')							1/2	0.0	1.0			
318	25																																														2/3	0.0	1.0				E	('P4', 'm6')							1/3	0.0	1.0			
318	26																																																	1	0.0	1.0	A	('P5',)												
318	27																																														1/2	0.0	1.0				E	('P4', 'm6')							1/2	0.0	1.0			
318	28																																														2/3	0.0	1.0				E	('P4', 'm6')							1/3	0.0	1.0			
318	29																																																				A	('m6',)							1	0.0	1.0			
318	30										1/6	0.0	1.0																									1/2	0.5	0.5	1/3	0.0	1.0										F	('A4', 'M3', 'M6')												
